source,outer_key,name,group,oracle,untuned_J,raw_R+B,raw_R+P+B,selected_model,selected_alpha,selected,B_nested,B_alpha,B_inner_score,R+B_nested,R+B_alpha,R+B_inner_score,R+P+B_nested,R+P+B_alpha,R+P+B_inner_score,full7_nested,full7_alpha,full7_inner_score
g5_3deg_45deg,D,Group_D7_37137_3deg_45deg,D,1.0780488089555693,1.4627719644303756,1.5235575270313755,1.4627719644303756,R+B,0.01,1.517873504196481,1.7689185020433085,0.01,2.0589996775474892,1.517873504196481,0.01,2.044872592604945,1.4164002401130154,100.0,2.130768942830599,1.476714316948909,10.0,2.205847317616035
g5_3deg_60deg,D,Group_D7_37137_3deg_60deg,D,1.1639782435063606,4.358423147092676,4.515290209615259,4.358423147092676,R+B,0.01,4.515290209615259,5.390845851265109,0.01,2.0589996775474892,4.515290209615259,0.01,2.044872592604945,4.260788626897135,100.0,2.130768942830599,4.260175329701466,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D8_37402_3deg_0deg,D,1.0018103028939245,1.439073403841049,1.2963749476177706,1.439073403841049,R+B,0.01,1.2963749476177706,1.3020014053933147,0.01,2.0589996775474892,1.2963749476177706,0.01,2.044872592604945,1.5340880304416544,100.0,2.130768942830599,1.4069531598442881,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D8_37402_3deg_30deg,D,1.0,1.2046608969521566,1.0593466872860415,1.2046608969521566,R+B,0.01,1.0593466872860415,1.043257307768489,0.01,2.0589996775474892,1.0593466872860415,0.01,2.044872592604945,1.2724079605503624,100.0,2.130768942830599,1.1657026960853665,10.0,2.205847317616035
g5_3deg_45deg,D,Group_D8_37402_3deg_45deg,D,1.0567175776626112,1.338754753345521,1.2607000964813297,1.338754753345521,R+B,0.01,1.2607000964813297,1.2890827771396982,0.01,2.0589996775474892,1.2607000964813297,0.01,2.044872592604945,1.435642880472718,100.0,2.130768942830599,1.3040031942157946,10.0,2.205847317616035
g5_3deg_60deg,D,Group_D8_37402_3deg_60deg,D,1.0208074947193113,1.414400439257625,1.4959107233938576,1.414400439257625,R+B,0.01,1.4959107233938576,1.5080596540561415,0.01,2.0589996775474892,1.4959107233938576,0.01,2.044872592604945,1.557713223209457,100.0,2.130768942830599,1.3173323073356649,10.0,2.205847317616035
g5_3deg_0deg,D,Group_D9_37415_3deg_0deg,D,1.0034764828559655,1.3227158880117003,1.17086295107888,1.3227158880117003,R+B,0.01,1.17086295107888,1.2076732723920778,0.01,2.0589996775474892,1.17086295107888,0.01,2.044872592604945,1.17086295107888,100.0,2.130768942830599,1.2538946995406481,10.0,2.205847317616035
g5_3deg_30deg,D,Group_D9_37415_3deg_30deg,D,1.0,1.4428973082056875,1.2644528888089197,1.4428973082056875,R+B,0.01,1.2644528888089197,1.2723199119824207,0.01,2.0589996775474892,1.2644528888089197,0.01,2.044872592604945,1.2337933534581698,100.0,2.130768942830599,1.3444557464714795,10.0,2.205847317616035
g5_3deg_45deg,D,Group_D9_37415_3deg_45deg,D,1.0726958396276893,1.478934561890363,1.2571022725071679,1.478934561890363,R+B,0.01,1.2571022725071679,1.1730652031995499,0.01,2.0589996775474892,1.2571022725071679,0.01,2.044872592604945,1.2209734574844509,100.0,2.130768942830599,1.3518116355800769,10.0,2.205847317616035
g5_3deg_60deg,D,Group_D9_37415_3deg_60deg,D,1.0131994319387143,1.7643841819040422,1.3396530367386337,1.7643841819040422,R+B,0.01,1.3396530367386337,1.2065989814818416,0.01,2.0589996775474892,1.3396530367386337,0.01,2.044872592604945,1.323315269260963,100.0,2.130768942830599,1.5559718803614888,10.0,2.205847317616035
g5_3deg_0deg,E,Group_E10_65942_3deg_0deg,E,1.0,1.2342068708371647,1.2342068708371647,1.2342068708371647,B,0.01,1.2342068708371647,1.2342068708371647,0.01,4.597797747077276,1.303641052232478,100.0,4.7385632941696985,1.303641052232478,0.01,4.838161281282031,1.50839793116842,100.0,5.358662041946046
g5_3deg_30deg,E,Group_E10_65942_3deg_30deg,E,1.4649504900834533,2.441046178812309,2.441046178812309,2.441046178812309,B,0.01,2.441046178812309,2.441046178812309,0.01,4.597797747077276,2.531369675458743,100.0,4.7385632941696985,2.531369675458743,0.01,4.838161281282031,2.9691127906286754,100.0,5.358662041946046
g5_3deg_45deg,E,Group_E10_65942_3deg_45deg,E,3.0424286953651345,7.815060054516202,7.815060054516202,7.815060054516202,B,0.01,7.815060054516202,7.815060054516202,0.01,4.597797747077276,7.867696586466993,100.0,4.7385632941696985,7.867696586466993,0.01,4.838161281282031,8.187841820232443,100.0,5.358662041946046
g5_3deg_0deg,E,Group_E1_39507_3deg_0deg,E,1.0,1.1586110074293867,1.1586110074293867,1.1586110074293867,B,0.01,1.1586110074293867,1.1586110074293867,0.01,4.597797747077276,1.1453667562387149,100.0,4.7385632941696985,1.1453667562387149,0.01,4.838161281282031,1.0742623524514467,100.0,5.358662041946046
g5_3deg_30deg,E,Group_E1_39507_3deg_30deg,E,1.0,1.241561619119769,1.241561619119769,1.241561619119769,B,0.01,1.241561619119769,1.241561619119769,0.01,4.597797747077276,1.2691934556085571,100.0,4.7385632941696985,1.2691934556085571,0.01,4.838161281282031,1.0667079020246635,100.0,5.358662041946046
g5_3deg_45deg,E,Group_E1_39507_3deg_45deg,E,1.083898525678536,1.8389169003568873,1.8389169003568873,1.8389169003568873,B,0.01,1.8389169003568873,1.8389169003568873,0.01,4.597797747077276,1.8987464523506756,100.0,4.7385632941696985,1.8987464523506756,0.01,4.838161281282031,1.4872163236668543,100.0,5.358662041946046
